row_index,pais,model,judge_label,judge_prompt_version,judge_run_id
192,panama,Claude,alucinacion,v2_fixed_system_prompt,3
193,panama,Claude,correcta,v2_fixed_system_prompt,3
194,panama,Claude,parcial,v2_fixed_system_prompt,3
195,paraguay,Claude,parcial,v2_fixed_system_prompt,3
196,paraguay,Claude,correcta,v2_fixed_system_prompt,3
197,paraguay,Claude,parcial,v2_fixed_system_prompt,3
198,paraguay,Claude,alucinacion,v2_fixed_system_prompt,3
199,paraguay,Claude,parcial,v2_fixed_system_prompt,3
200,paraguay,Claude,parcial,v2_fixed_system_prompt,3
201,paraguay,Claude,parcial,v2_fixed_system_prompt,3
202,paraguay,Claude,alucinacion,v2_fixed_system_prompt,3
203,paraguay,Claude,alucinacion,v2_fixed_system_prompt,3
204,paraguay,Claude,alucinacion,v2_fixed_system_prompt,3
205,paraguay,Claude,parcial,v2_fixed_system_prompt,3
206,paraguay,Claude,abstencion,v2_fixed_system_prompt,3
207,paraguay,Claude,abstencion,v2_fixed_system_prompt,3
208,paraguay,Claude,parcial,v2_fixed_system_prompt,3
209,paraguay,Claude,abstencion,v2_fixed_system_prompt,3
210,peru,Claude,correcta,v2_fixed_system_prompt,3
211,peru,Claude,alucinacion,v2_fixed_system_prompt,3
212,peru,Claude,correcta,v2_fixed_system_prompt,3
213,peru,Claude,abstencion,v2_fixed_system_prompt,3
214,peru,Claude,correcta,v2_fixed_system_prompt,3
215,peru,Claude,alucinacion,v2_fixed_system_prompt,3
216,peru,Claude,alucinacion,v2_fixed_system_prompt,3
217,peru,Claude,correcta,v2_fixed_system_prompt,3
218,peru,Claude,parcial,v2_fixed_system_prompt,3
219,peru,Claude,correcta,v2_fixed_system_prompt,3
220,peru,Claude,correcta,v2_fixed_system_prompt,3
221,peru,Claude,correcta,v2_fixed_system_prompt,3
222,peru,Claude,correcta,v2_fixed_system_prompt,3
223,peru,Claude,correcta,v2_fixed_system_prompt,3
224,peru,Claude,parcial,v2_fixed_system_prompt,3
225,republica dominicana,Claude,abstencion,v2_fixed_system_prompt,3
226,republica dominicana,Claude,parcial,v2_fixed_system_prompt,3
227,republica dominicana,Claude,abstencion,v2_fixed_system_prompt,3
228,republica dominicana,Claude,parcial,v2_fixed_system_prompt,3
229,republica dominicana,Claude,correcta,v2_fixed_system_prompt,3
230,republica dominicana,Claude,alucinacion,v2_fixed_system_prompt,3
231,republica dominicana,Claude,alucinacion,v2_fixed_system_prompt,3
232,republica dominicana,Claude,parcial,v2_fixed_system_prompt,3
233,republica dominicana,Claude,parcial,v2_fixed_system_prompt,3
234,republica dominicana,Claude,alucinacion,v2_fixed_system_prompt,3
235,republica dominicana,Claude,parcial,v2_fixed_system_prompt,3
236,republica dominicana,Claude,correcta,v2_fixed_system_prompt,3
237,republica dominicana,Claude,parcial,v2_fixed_system_prompt,3
238,republica dominicana,Claude,correcta,v2_fixed_system_prompt,3
239,republica dominicana,Claude,parcial,v2_fixed_system_prompt,3
240,uruguay,Claude,parcial,v2_fixed_system_prompt,3
241,uruguay,Claude,alucinacion,v2_fixed_system_prompt,3
242,uruguay,Claude,correcta,v2_fixed_system_prompt,3
243,uruguay,Claude,parcial,v2_fixed_system_prompt,3
244,uruguay,Claude,parcial,v2_fixed_system_prompt,3
245,uruguay,Claude,parcial,v2_fixed_system_prompt,3
246,uruguay,Claude,parcial,v2_fixed_system_prompt,3
247,uruguay,Claude,correcta,v2_fixed_system_prompt,3
248,uruguay,Claude,parcial,v2_fixed_system_prompt,3
249,uruguay,Claude,abstencion,v2_fixed_system_prompt,3
250,uruguay,Claude,alucinacion,v2_fixed_system_prompt,3
251,uruguay,Claude,parcial,v2_fixed_system_prompt,3
252,uruguay,Claude,abstencion,v2_fixed_system_prompt,3
253,uruguay,Claude,abstencion,v2_fixed_system_prompt,3
254,uruguay,Claude,alucinacion,v2_fixed_system_prompt,3
255,venezuela,Claude,correcta,v2_fixed_system_prompt,3
256,venezuela,Claude,correcta,v2_fixed_system_prompt,3
257,venezuela,Claude,alucinacion,v2_fixed_system_prompt,3
258,venezuela,Claude,abstencion,v2_fixed_system_prompt,3
259,venezuela,Claude,parcial,v2_fixed_system_prompt,3
260,venezuela,Claude,alucinacion,v2_fixed_system_prompt,3
261,venezuela,Claude,alucinacion,v2_fixed_system_prompt,3
262,venezuela,Claude,correcta,v2_fixed_system_prompt,3
263,venezuela,Claude,alucinacion,v2_fixed_system_prompt,3
264,venezuela,Claude,alucinacion,v2_fixed_system_prompt,3
265,venezuela,Claude,abstencion,v2_fixed_system_prompt,3
266,venezuela,Claude,alucinacion,v2_fixed_system_prompt,3
267,venezuela,Claude,alucinacion,v2_fixed_system_prompt,3
268,venezuela,Claude,abstencion,v2_fixed_system_prompt,3
269,venezuela,Claude,abstencion,v2_fixed_system_prompt,3
