row_index,pais,model,judge_label,judge_prompt_version,judge_run_id
192,panama,Claude,alucinacion,v2_fixed_system_prompt,1
193,panama,Claude,correcta,v2_fixed_system_prompt,1
194,panama,Claude,parcial,v2_fixed_system_prompt,1
195,paraguay,Claude,parcial,v2_fixed_system_prompt,1
196,paraguay,Claude,correcta,v2_fixed_system_prompt,1
197,paraguay,Claude,correcta,v2_fixed_system_prompt,1
198,paraguay,Claude,alucinacion,v2_fixed_system_prompt,1
199,paraguay,Claude,parcial,v2_fixed_system_prompt,1
200,paraguay,Claude,parcial,v2_fixed_system_prompt,1
201,paraguay,Claude,parcial,v2_fixed_system_prompt,1
202,paraguay,Claude,alucinacion,v2_fixed_system_prompt,1
203,paraguay,Claude,alucinacion,v2_fixed_system_prompt,1
204,paraguay,Claude,alucinacion,v2_fixed_system_prompt,1
205,paraguay,Claude,parcial,v2_fixed_system_prompt,1
206,paraguay,Claude,abstencion,v2_fixed_system_prompt,1
207,paraguay,Claude,abstencion,v2_fixed_system_prompt,1
208,paraguay,Claude,parcial,v2_fixed_system_prompt,1
209,paraguay,Claude,abstencion,v2_fixed_system_prompt,1
210,peru,Claude,correcta,v2_fixed_system_prompt,1
211,peru,Claude,alucinacion,v2_fixed_system_prompt,1
212,peru,Claude,correcta,v2_fixed_system_prompt,1
213,peru,Claude,abstencion,v2_fixed_system_prompt,1
214,peru,Claude,correcta,v2_fixed_system_prompt,1
215,peru,Claude,alucinacion,v2_fixed_system_prompt,1
216,peru,Claude,alucinacion,v2_fixed_system_prompt,1
217,peru,Claude,correcta,v2_fixed_system_prompt,1
218,peru,Claude,parcial,v2_fixed_system_prompt,1
219,peru,Claude,correcta,v2_fixed_system_prompt,1
220,peru,Claude,correcta,v2_fixed_system_prompt,1
221,peru,Claude,correcta,v2_fixed_system_prompt,1
222,peru,Claude,correcta,v2_fixed_system_prompt,1
223,peru,Claude,correcta,v2_fixed_system_prompt,1
224,peru,Claude,parcial,v2_fixed_system_prompt,1
225,republica dominicana,Claude,abstencion,v2_fixed_system_prompt,1
226,republica dominicana,Claude,parcial,v2_fixed_system_prompt,1
227,republica dominicana,Claude,abstencion,v2_fixed_system_prompt,1
228,republica dominicana,Claude,parcial,v2_fixed_system_prompt,1
229,republica dominicana,Claude,correcta,v2_fixed_system_prompt,1
230,republica dominicana,Claude,alucinacion,v2_fixed_system_prompt,1
231,republica dominicana,Claude,alucinacion,v2_fixed_system_prompt,1
232,republica dominicana,Claude,parcial,v2_fixed_system_prompt,1
233,republica dominicana,Claude,parcial,v2_fixed_system_prompt,1
234,republica dominicana,Claude,alucinacion,v2_fixed_system_prompt,1
235,republica dominicana,Claude,parcial,v2_fixed_system_prompt,1
236,republica dominicana,Claude,correcta,v2_fixed_system_prompt,1
237,republica dominicana,Claude,parcial,v2_fixed_system_prompt,1
238,republica dominicana,Claude,correcta,v2_fixed_system_prompt,1
239,republica dominicana,Claude,parcial,v2_fixed_system_prompt,1
240,uruguay,Claude,parcial,v2_fixed_system_prompt,1
241,uruguay,Claude,alucinacion,v2_fixed_system_prompt,1
242,uruguay,Claude,correcta,v2_fixed_system_prompt,1
243,uruguay,Claude,parcial,v2_fixed_system_prompt,1
244,uruguay,Claude,parcial,v2_fixed_system_prompt,1
245,uruguay,Claude,parcial,v2_fixed_system_prompt,1
246,uruguay,Claude,parcial,v2_fixed_system_prompt,1
247,uruguay,Claude,correcta,v2_fixed_system_prompt,1
248,uruguay,Claude,parcial,v2_fixed_system_prompt,1
249,uruguay,Claude,abstencion,v2_fixed_system_prompt,1
250,uruguay,Claude,alucinacion,v2_fixed_system_prompt,1
251,uruguay,Claude,parcial,v2_fixed_system_prompt,1
252,uruguay,Claude,abstencion,v2_fixed_system_prompt,1
253,uruguay,Claude,abstencion,v2_fixed_system_prompt,1
254,uruguay,Claude,alucinacion,v2_fixed_system_prompt,1
255,venezuela,Claude,correcta,v2_fixed_system_prompt,1
256,venezuela,Claude,correcta,v2_fixed_system_prompt,1
257,venezuela,Claude,parcial,v2_fixed_system_prompt,1
258,venezuela,Claude,abstencion,v2_fixed_system_prompt,1
259,venezuela,Claude,parcial,v2_fixed_system_prompt,1
260,venezuela,Claude,alucinacion,v2_fixed_system_prompt,1
261,venezuela,Claude,alucinacion,v2_fixed_system_prompt,1
262,venezuela,Claude,correcta,v2_fixed_system_prompt,1
263,venezuela,Claude,alucinacion,v2_fixed_system_prompt,1
264,venezuela,Claude,alucinacion,v2_fixed_system_prompt,1
265,venezuela,Claude,abstencion,v2_fixed_system_prompt,1
266,venezuela,Claude,alucinacion,v2_fixed_system_prompt,1
267,venezuela,Claude,alucinacion,v2_fixed_system_prompt,1
268,venezuela,Claude,abstencion,v2_fixed_system_prompt,1
269,venezuela,Claude,abstencion,v2_fixed_system_prompt,1
